11beat;aleck64
18wheelr;naomi
1on1gov;coh1002m
2020bb;neogeo
3countb;neogeo
8ball;cvs
acrobatm;nmk004
aerofgts;coh1002v
airtrix;hikaru
alienfnt;naomi
alpham2;neogeo
alpilot;airlbios
alpilotj;naomi
androdun;neogeo
animechmp;sys573
anmlbskt;awbios
aodk;neogeo
aof;neogeo
aof2;neogeo
aof3;neogeo
ar_airh;ar_bios
ar_argh;ar_bios
ar_blast;ar_bios
ar_bowl;ar_bios
ar_dart;ar_bios
ar_dlta;ar_bios
ar_fast;ar_bios
ar_ldrb;ar_bios
ar_ninj;ar_bios
ar_pm;ar_bios
ar_rdwr;ar_bios
ar_sdwr;ar_bios
ar_socc;ar_bios
ar_sprg;ar_bios
ar_xeon;ar_bios
asndynmt;naomi
astrass;stvbios
ausfache;naomi
avalnc13;triforce
avalnc25;triforce
avalns13;triforce
avalns25;triforce
avalon20;triforce
avalonc;triforce
avalons;triforce
azumanga;naomigd
b2b;neogeo
bakubaku;stvbios
bangbead;neogeo
batlgear;taitotz
batlgr2;taitotz
batmanfr;stvbios
bdrdown;naomigd
beachspi;naomi2
beastrzr;psarc95
beastrzr;coh1002e
bioship;nmk004
bjourney;neogeo
blazstar;neogeo
bldyror2;coh1002e
blkheart;nmk004
blokpong;awbios
bonzeadv;cchip
boxingm;kviper
breakers;neogeo
breakrev;neogeo
brickppl;segasp
brvblade;psarc95
brvblade;coh1002m
bstars;neogeo
bstars2;neogeo
btchamp;konamigv
buriki;hng64
burningf;neogeo
cadanglr;decocass
capsnk;naomi
castfant;decocass
cbaj;coh1002m
cbdash;decocass
cbtime;decocass
cburnrub;decocass
cdiscon1;decocass
cexplore;decocass
cfboy0a1;decocass
cfghtice;decocass
cfield;naomigd
cflyball;decocass
cgangpzl;namcoc69
cgraplop;decocass
chaoshea;coh3002t
chocomk;naomigd
choroqhr;stvbios
chwy;decocass
clapapa;decocass
cleoftp;naomigd
clocknch;decocass
clubk2k3;naomi2
clubkcyc;naomi2
clubkprz;naomi2
clubkpzb;naomi2
clubkrt;naomi2
cmanhat;decocass
cmissnx;decocass
cndypuzl;cubo
cnightst;decocass
code1d;kviper
colmns97;stvbios
coozumou;decocass
cosmos;cvs
cotton2;stvbios
cottonbm;stvbios
cppicf;decocass
cprobowl;decocass
cprogolf;decocass
cprosocc;decocass
cpsoccer;decocass
cptennis;decocass
crsword;neogeo
crtaxihr;chihiro
crysking;crysbios
crzcross;konamigx
crzytaxi;naomi
cscrtry;decocass
csdtenis;decocass
cskater;decocass
csmash;naomi
cspike;naomi
csuperas;decocass
cterrani;decocass
ctisland;decocass
ctomaday;neogeo
ctornado;decocass
ctower;decocass
cvs2;naomigd
cvsgd;naomigd
cyberlip;neogeo
cyvern;skns
czeroize;decocass
daiskiss;konamigx
darkhleg;sys573
darkwar;cvs
dazzler;cvs
ddp2;pgm
decathlt;stvbios
demofist;awbios
dendego3;taitotz
derbyo2k;naomi
derbyoc;naomi
derbyoc2;naomi
derbyocw;naomi
diehard;stvbios
diggerc;cvs
diggerma;neogeo
dinoki25;segasp
dinoki4;segasp
dinoking;segasp
dinokior;segasp
dirtypig;awbios
dmnfrnt;pgm
doa2m;naomi
doapp;tps
doapp;coh1002m
dolphin;awbios
domino;midssio
doncdoon;aleck64
donghaer;crysbios
dotron;midssio
doubledr;neogeo
dragchrn;sys246
dragonsh;neogeo
dragoona;konamigx
dragoonj;konamigx
drgw2;pgm
drgw3;pgm
dw2001;pgm
dwex;pgm
dybb99;naomi
dybbnao;naomi
dygolf;naomigd
eightman;neogeo
ejihon;stvbios
elandore;stvbios
emeralda;namcoc70
evosocc;crysbios
exvania;namcoc69
f355;f355dlx
f355twin;f355bios
f355twn2;f355bios
fantjour;konamigx
fateulc;sys246
fatfursp;neogeo
fatfurwa;hng64
fatfury1;neogeo
fatfury2;neogeo
fatfury3;neogeo
fbait2bc;sys573
fbaitbc;sys573
fbaitmc;sys573
fbfrenzy;neogeo
ffreveng;stvbios
fghtatck;namcoc69
fghtjam;sys246
fghtmn;sys573
fhboxers;stvbios
fightfev;neogeo
flamegun;coh1002m
flipmaze;coh3002t
flipshot;neogeo
fotns;awbios
ftimpcta;taitofx1
ftimpcta;coh1000t
ftspeed;awbios
fzeroax;triforce
fzeroaxm;triforce
galaxyfg;neogeo
ganryu;neogeo
garou;neogeo
gaxeduel;stvbios
gbbchmp;sys573
gchgchmp;sys573
gdarius;taitofx1
gdarius2;coh1000t
gdvsgd;sys256
gdvsgdnx;sys256
gekpurya;triforce
ggisuka;awbios
ggram2;naomi
ggx;naomi
ggx15;awbios
ggxx;naomigd
ggxxac;naomigd
ggxxrl;naomigd
ggxxsla;naomigd
ghostlop;neogeo
glpracr;cpzn1
glpracr;coh1000c
glpracr2;tps
glpracr2;coh1002m
glpracr3;coh1002m
goalx3;neogeo
gobyrc;coh3002t
gokuparo;konamigx
goldbug;cvs
gowcaizr;neogeo
gpilots;neogeo
gradiusb;bubsys
