name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;
shinobi;"Shinobi (Euro, USA, Bra, v1)";1988;"Sega";YES;-;NO;-;-;
shinobij;"Shinobi (Jpn, Bra, v0)";1988;"Sega";NO;shinobi;YES;shinobi;-;
shooting;"Shooting Gallery (Euro, USA, Bra)";1987;"Sega";YES;-;NO;-;-;
sdmilhao;"Show do Milhao (Bra, Prototype)";2003;"Tec Toy";YES;-;NO;-;-;
sitio;"Sitio do Picapau Amarelo (Bra)";1997;"Tec Toy";YES;-;NO;-;-;
skyjag;"Sky Jaguar (Kor)";199?;"Samsung";YES;-;NO;-;-;
slapshotp;"Slap Shoot (Prototype)";1990;"Sega";NO;slapshot;YES;slapshot;-;
slapshotb;"Slap Shot (Euro, v0)";1989;"Sega";NO;slapshot;YES;slapshot;-;
slapshota;"Slap Shot (Euro, v1)";1990;"Sega";NO;slapshot;YES;slapshot;-;
slapshot;"Slap Shot (USA, v2)";1990;"Sega";YES;-;NO;-;-;
smashtv;"Smash T.V. (Euro)";1992;"Flying Edge";YES;-;NO;-;-;
solomon;"Solomon no Kagi - Oujo Rihita no Namida (Jpn)";1988;"Salio";YES;-;NO;-;-;
sonicbls;"Sonic Blast (Bra)";1997;"Tec Toy";YES;-;NO;-;-;
sonic;"Sonic The Hedgehog (Euro, USA, Bra)";1991;"Sega";YES;-;NO;-;-;
sonicfm102;"Sonic The Hedgehog (FM Mod 1.02)";1991;"Sega";NO;sonic;YES;sonic;-;
sonic2;"Sonic The Hedgehog 2 (Euro, Bra, Kor, v1)";1992;"Sega";YES;-;NO;-;-;
sonic2a;"Sonic The Hedgehog 2 (Euro, Bra, v0)";1992;"Sega";NO;sonic2;YES;sonic2;-;
sonicc;"Sonic The Hedgehog Chaos (Euro, Bra)";1993;"Sega";YES;-;NO;-;-;
sspin;"Sonic The Hedgehog Spinball (Euro, Bra)";1994;"Sega";YES;-;NO;-;-;
sonicedu;"Sonic's Edusoft (Prototype)";19??;"Sega";YES;-;NO;-;-;
spacegun;"Space Gun (Euro)";1992;"Sega";YES;-;NO;-;-;
sharrier;"Space Harrier (Euro)";1986;"Sega";YES;-;NO;-;-;
sharrierju;"Space Harrier (Jpn, USA)";1986;"Sega";NO;sharrier;YES;sharrier;-;
sharr3d;"Space Harrier 3-D (Euro, USA, Bra)";1988;"Sega";YES;-;NO;-;-;
sharr3dj;"Space Harrier 3D (Jpn)";1988;"Sega";NO;sharr3d;YES;sharr3d;-;
sci;"Special Criminal Investigation (Euro)";1992;"Sega";YES;-;NO;-;-;
scip;"Special Criminal Investigation (Euro, Prototype)";1992;"Sega";NO;sci;YES;sci;-;
speedbl;"Speedball (Image Works) (Euro)";1990;"Image Works";YES;-;NO;-;-;
speedblv;"Speedball (Virgin) (Euro, USA)";1992;"Virgin Interactive";YES;-;NO;-;-;
speedbl2;"Speedball 2 (Euro)";1992;"Virgin Interactive";YES;-;NO;-;-;
spellcst;"SpellCaster (Euro, USA, Bra)";1988;"Sega";YES;-;NO;-;-;
spidermn;"Spider-Man - Return of the Sinister Six (Euro, Bra)";1992;"Flying Edge";YES;-;NO;-;-;
spidking;"Spider-Man vs. The Kingpin (Euro, USA, Bra)";1990;"Sega";YES;-;NO;-;-;
sportsft;"Sports Pad Football (USA)";1987;"Sega";YES;-;NO;-;-;
sportssc;"Sports Pad Soccer (Jpn)";1988;"Sega";NO;worldsoc;YES;worldsoc;-;
spyvsspyj;"Spy vs Spy (Jpn, MyCard)";1986;"Sega";NO;spyvsspy;YES;spyvsspy;-;
spyvsspyk;"Spy vs Spy (Kor)";1986;"Sega";NO;spyvsspy;YES;spyvsspy;-;
spyvsspytw;"Spy vs Spy (Tw)";1986?;"Aaronix";NO;spyvsspy;YES;spyvsspy;-;
spyvsspy;"Spy vs. Spy (Euro, USA, Bra)";1986;"Sega";YES;-;NO;-;-;
spyvsspyc;"Spy vs. Spy (Euro, USA, Bra, Sega Card)";1986;"Sega";NO;spyvsspy;YES;spyvsspy;-;
spyvsspyj1;"Spy vs. Spy (Jpn, Pirate?)";1986;"pirate";NO;spyvsspy;YES;spyvsspy;-;
spyvsspys;"Spy vs. Spy (USA, Display Unit Sample)";1986;"Sega";NO;spyvsspy;YES;spyvsspy;-;
starwars;"Star Wars (Euro, Bra)";1993;"U.S. Gold";YES;-;NO;-;-;
sf2;"Street Fighter II (Bra)";1997;"Tec Toy";YES;-;NO;-;-;
strtmast;"Street Master (Kor)";1992;"Zemina";YES;-;NO;-;-;
sor;"Streets of Rage (Euro, Bra)";1993;"Sega";YES;-;NO;-;-;
sor2;"Streets of Rage II (Euro, Bra)";1993;"Sega";YES;-;NO;-;-;
strider;"Strider (Euro, USA, Bra, Kor)";1991;"Sega";YES;-;NO;-;-;
striderd;"Strider (USA, Display Unit Sample)";1991;"Sega";NO;strider;YES;strider;-;
strider2;"Strider II (Euro, Bra)";1992;"U.S. Gold";YES;-;NO;-;-;
submarin;"Submarine Attack (Euro)";1990;"Sega";YES;-;NO;-;-;
suhocheo;"Suho Jeonsa (Kor)";19??;"Unknown";YES;-;NO;-;-;
sukeban;"Sukeban Deka II - Shoujo Tekkamen Densetsu (Jpn)";1987;"Sega";YES;-;NO;-;-;
sumgames;"Summer Games (Euro)";1991;"Sega";YES;-;NO;-;-;
sumgamesp;"Summer Games (Euro, Prototype)";1991;"Sega";NO;sumgames;YES;sumgames;-;
superark;"Super Arkanoid (Kor)";1989;"HiCom";NO;woodypop;YES;woodypop;-;
suprbskt;"Super Basketball (USA, CES Demo)";1989?;"Unknown";YES;-;NO;-;-;
sbioman1;"Super Bioman 1 (Kor)";1992;"HiCom";YES;-;NO;-;-;
sboy3;"Super Boy 3 (Kor)";1991;"Zemina";YES;-;NO;-;-;
sboy4;"Super Boy 4 (Kor)";1992;"Zemina";YES;-;NO;-;-;
sboy1;"Super Boy I (Kor)";1989;"Zemina";YES;-;NO;-;-;
sboy2;"Super Boy II (Kor)";1989;"Zemina";YES;-;NO;-;-;
suprbubl;"Super Bubble Bobble (Kor)";1989;"Zemina";NO;bublbobl;YES;bublbobl;-;
supgolf;"Super Golf (Prototype)";1989;"Sega";NO;golfaman;YES;golfaman;-;
skickoff;"Super Kick Off (Euro, Bra)";1991;"U.S. Gold";YES;-;NO;-;-;
smgp;"Super Monaco GP (Euro, Bra)";1990;"Sega";YES;-;NO;-;-;
smgpp2;"Super Monaco GP (Euro, Older Prototype)";1990;"Sega";NO;smgp;YES;smgp;-;
smgpp1;"Super Monaco GP (Euro, Prototype)";1990;"Sega";NO;smgp;YES;smgp;-;
smgpu;"Super Monaco GP (USA)";1990;"Sega";NO;smgp;YES;smgp;-;
superoff;"Super Off Road (Euro)";1992;"Virgin Interactive";YES;-;NO;-;-;
superrac;"Super Racing (Jpn)";1988;"Sega";YES;-;NO;-;-;
ssinv;"Super Space Invaders (Euro)";1991;"Domark";YES;-;NO;-;-;
stennis;"Super Tennis (Euro, USA)";1985;"Sega";YES;-;NO;-;-;
stennisc;"Super Tennis (Euro, USA, Sega Card)";1985;"Sega";NO;stennis;YES;stennis;-;
wboymlndj;"Super Wonder Boy - Monster World (Jpn)";1988;"Sega";NO;wboymlnd;YES;wboymlnd;-;
superman;"Superman - The Man of Steel (Euro, Bra)";1993;"Virgin Interactive";YES;-;NO;-;-;
t2ag;"T2 - The Arcade Game (Euro)";1993;"Arena";YES;-;NO;-;-;
chasehq;"Taito Chase H.Q. (Euro)";1990;"Sega";YES;-;NO;-;-;
tazmars;"Taz in Escape from Mars (Bra)";19??;"Tec Toy";YES;-;NO;-;-;
tazmania;"Taz-Mania (Euro, Bra)";1992;"Sega";YES;-;NO;-;-;
tazmaniap;"Taz-Mania (Euro, Prototype)";1992;"Sega";NO;tazmania;YES;tazmania;-;
tecmow92;"Tecmo World Cup '92 (Euro, Prototype)";19??;"Sega";YES;-;NO;-;-;
tecmow93;"Tecmo World Cup '93 (Euro)";1993;"Sega";YES;-;NO;-;-;
teddyboy;"Teddy Boy (Euro, USA, Bra)";1985;"Sega";YES;-;NO;-;-;
teddyboyc;"Teddy Boy (Euro, USA, Bra, Sega Card)";1985;"Sega";NO;teddyboy;YES;teddyboy;-;
teddyboyjp;"Teddy Boy Blues (Jpn, Ep-MyCard, Prototype)";1985;"Sega";NO;teddyboy;YES;teddyboy;-;
teddyboyj;"Teddy Boy Blues (Jpn, MyCard)";1985;"Sega";NO;teddyboy;YES;teddyboy;-;
teddyboyj1;"Teddy Boy Blues (Jpn, Pirate?)";1985;"pirate";NO;teddyboy;YES;teddyboy;-;
tennis;"Tennis Ace (Euro, Bra)";1989;"Sega";YES;-;NO;-;-;
bakabon;"Tensai Bakabon (Jpn)";1988;"Sega";YES;-;NO;-;-;
term2;"Terminator 2 - Judgment Day (Euro)";1993;"Flying Edge";YES;-;NO;-;-;
sn_ateam;"The A-Team (Music prototype)";1992;"Probe";YES;-;NO;-;-;
addfam;"The Addams Family (Euro)";1993;"Flying Edge";YES;-;NO;-;-;
hicom8a;"The Best Game Collection (Kor, 8 in 1 Ver. A)";1990;"Hi-Com";NO;hicom3a;YES;hicom3a;-;
hicom8b;"The Best Game Collection (Kor, 8 in 1 Ver. B)";1990;"Hi-Com";NO;hicom3a;YES;hicom3a;-;
hicom8c;"The Best Game Collection (Kor, 8 in 1 Ver. C)";1990;"Hi-Com";NO;hicom3a;YES;hicom3a;-;
hicom3e;"The Best Game Collection - Ghost House + Teddy Boy Blues + Seishun Scandal (Kor)";1990;"Hi-Com";NO;hicom3a;YES;hicom3a;-;
hicom3b;"The Best Game Collection - Great Baseball + Great Soccer + Super Tennis (Kor)";1990;"Hi-Com";NO;hicom3a;YES;hicom3a;-;
hicom3a;"The Best Game Collection - Hang On + Pit Pot + Spy vs Spy (Kor)";1990;"Hi-Com";YES;-;NO;-;-;
hicom3f;"The Best Game Collection - Satellite-7 + Great Baseball + Seishun Scandal (Kor)";1990;"Hi-Com";NO;hicom3a;YES;hicom3a;-;
hicom3d;"The Best Game Collection - Teddy Boy Blues + Great Soccer + Comical Machine Gun Joe (Kor)";1990;"Hi-Com";NO;hicom3a;YES;hicom3a;-;
hicom3c;"The Best Game Collection - Teddy Boy Blues + Pit-Pot + Astro Flash (Kor)";1990;"Hi-Com";NO;hicom3a;YES;hicom3a;-;
circuit;"The Circuit (Jpn)";1986;"Sega";NO;worldgp;YES;worldgp;-;
cybers;"The Cyber Shinobi (Euro, Bra)";1990;"Sega";YES;-;NO;-;-;
cybersp;"The Cyber Shinobi (Prototype)";1990;"Sega";NO;cybers;YES;cybers;-;
dinodool;"The Dinosaur Dooley (Kor)";19??;"Unknown";YES;-;NO;-;-;
excdizzy;"The Excellent Dizzy Collection (Euro, USA, Prototype)";19??;"Codemasters";YES;-;NO;-;-;
flash;"The Flash (Euro, Bra)";1993;"Sega";YES;-;NO;-;-;
flint;"The Flintstones (Euro, Bra)";1991;"Grandslam";YES;-;NO;-;-;
crashdum;"The Incredible Crash Dummies (Euro, Bra)";1993;"Flying Edge";YES;-;NO;-;-;
hulk;"The Incredible Hulk (Euro, Bra)";1994;"U.S. Gold";YES;-;NO;-;-;
jungle;"The Jungle Book (Euro, Bra)";1994;"Virgin Interactive";YES;-;NO;-;-;
luckydim;"The Lucky Dime Caper Starring Donald Duck (Euro, Bra)";1991;"Sega";YES;-;NO;-;-;
luckydimp;"The Lucky Dime Caper Starring Donald Duck (Euro, Prototype)";1991;"Sega";NO;luckydim;YES;luckydim;-;
xevious;"The Micro Xevious (Kor)";1990;"Zemina";YES;-;NO;-;-;
tnzs;"The New Zealand Story (Euro)";1992;"TecMagik";YES;-;NO;-;-;
ninja;"The Ninja (Euro, USA)";1986;"Sega";YES;-;NO;-;-;
ninjaj;"The Ninja (Jpn)";1986;"Sega";NO;ninja;YES;ninja;-;
ottifant;"The Ottifants (Euro, Bra)";1993;"Sega";YES;-;NO;-;-;
proyakyu;"The Pro Yakyuu Pennant Race (Jpn)";1987;"Sega";YES;-;NO;-;-;
bartvssm;"The Simpsons - Bart vs. The Space Mutants (Euro, Bra)";1992;"Flying Edge";YES;-;NO;-;-;
bartvsw;"The Simpsons - Bart vs. The World (Euro, Bra)";1993;"Flying Edge";YES;-;NO;-;-;
smurfs;"The Smurfs (Euro, Bra)";1994;"Infogrames";YES;-;NO;-;-;
smurfs2;"The Smurfs 2 (Euro)";1996;"Infogrames";YES;-;NO;-;-;
smurfs2p;"The Smurfs 2 (Euro, Prototype)";1996;"Infogrames";NO;smurfs2;YES;smurfs2;-;
termntrb;"The Terminator (Bra)";1992;"Tec Toy";NO;termntr;YES;termntr;-;
termntr;"The Terminator (Euro)";1992;"Virgin Interactive";YES;-;NO;-;-;
3dragon;"The Three Dragon Story (Kor)";19??;"Zemina";YES;-;NO;-;-;
tblade;"Thunder Blade (Euro, USA, Bra)";1988;"Sega";YES;-;NO;-;-;
tbladej;"Thunder Blade (Jpn)";1988;"Sega";NO;tblade;YES;tblade;-;
timesold;"Time Soldiers (Euro, USA, Bra)";1989;"Sega";YES;-;NO;-;-;
tomjerry;"Tom and Jerry (Prototype)";1992;"Sega";NO;tomjermv;YES;tomjermv;-;
tomjermv;"Tom and Jerry - The Movie (Euro, Bra)";1992;"Sega";YES;-;NO;-;-;
totowld3;"Toto World 3 (Kor)";1993;"Open Corp.";YES;-;NO;-;-;
transbot;"TransBot (Euro, USA, Bra)";1985;"Sega";YES;-;NO;-;-;
transbotc;"TransBot (Euro, USA, Bra, Sega Card)";1985;"Sega";NO;transbot;YES;transbot;-;
transbotp;"TransBot (USA, Prototype)";1985;"Sega";NO;transbot;YES;transbot;-;
treinam;"Treinamento Do Mymo (Bra)";19??;"Tec Toy";YES;-;NO;-;-;
trivial;"Trivial Pursuit - Genus Edition (Euro)";1992;"Domark";YES;-;NO;-;-;
ttoriui;"Ttoriui Moheom (Kor)";19??;"Unknown";NO;myhero;YES;myhero;-;
turmamon;"Turma da Monica em O Resgate (Bra)";1993;"Tec Toy";NO;wboy3;YES;wboy3;-;
ultima4;"Ultima IV - Quest of the Avatar (Euro, Bra)";1990;"Sega";YES;-;NO;-;-;
ultima4p;"Ultima IV - Quest of the Avatar (Euro, Prototype)";1990;"Sega";NO;ultima4;YES;ultima4;-;
ultsoccr;"Ultimate Soccer (Euro, Bra)";1993;"Sega";YES;-;NO;-;-;
vampire;"Vampire (Euro, Prototype)";19??;"Unknown";NO;mastdark;YES;mastdark;-;
vigilant;"Vigilante (Euro, USA, Bra)";1989;"Sega";YES;-;NO;-;-;
vfa;"Virtua Fighter Animation (Bra)";1997;"Tec Toy";YES;-;NO;-;-;
WaimanuSMS;"Waimanu: Scary Monsters Saga";2015;"Disjointed Studio";YES;-;NO;-;-;
wpayton;"Walter Payton Football (USA)";1989;"Sega";NO;ameripf;YES;ameripf;-;
wanted;"Wanted (Euro, USA, Bra)";1989;"Sega";YES;-;NO;-;-;
carmnwldb;"Where in the World is Carmen Sandiego? (Bra)";1989;"Tec Toy";NO;carmnwld;YES;carmnwld;-;
carmnwld;"Where in the World is Carmen Sandiego? (USA)";1989;"Parker Brothers";YES;-;NO;-;-;
wimbled;"Wimbledon (Euro)";1992;"Sega";YES;-;NO;-;-;
wimbled2;"Wimbledon II (Euro, Bra)";1993;"Sega";YES;-;NO;-;-;
wintolb;"Winter Olympics - Lillehammer '94 (Bra)";1993;"U.S. Gold";NO;wintol;YES;wintol;-;
wintol;"Winter Olympics - Lillehammer '94 (Euro)";1993;"U.S. Gold";YES;-;NO;-;-;
wolfchld;"Wolfchild (Euro, Bra)";1993;"Virgin Interactive";YES;-;NO;-;-;
wboya;"Wonder Boy (Euro, Kor, v0) ~ Super Wonder Boy (Jpn, v0)";1987;"Sega";NO;wboy;YES;wboy;-;
wboy;"Wonder Boy (Euro, USA, Bra, v1)";1987;"Sega";YES;-;NO;-;-;
wboy3;"Wonder Boy III - The Dragon's Trap (Euro, USA, Kor)";1989;"Sega";YES;-;NO;-;-;
wboymlnd;"Wonder Boy in Monster Land (Euro, USA)";1988;"Sega";YES;-;NO;-;-;
wboymlnda;"Wonder Boy in Monster Land (Euro, USA, Hacked?)";1988;"Sega";NO;wboymlnd;YES;wboymlnd;-;
wboymlndp;"Wonder Boy in Monster Land (Prototype)";1988;"Sega";NO;wboymlnd;YES;wboymlnd;-;
wboymwld;"Wonder Boy in Monster World (Euro, Kor)";1993;"Sega";YES;-;NO;-;-;
wboymwldp;"Wonder Boy in Monster World (Euro, Prototype)";1993;"Sega";NO;wboymwld;YES;wboymwld;-;
wonsiin;"Wonsiin (Kor)";1991;"Zemina";YES;-;NO;-;-;
woodypop;"Woody Pop - Shinjinrui no Block Kuzushi (Jpn, MyCard)";1987;"Sega";YES;-;NO;-;-;
wclead;"World Class Leader Board (Euro, Bra)";1991;"U.S. Gold";YES;-;NO;-;-;
wcup90;"World Cup Italia '90 (Euro, Bra)";1990;"Sega";YES;-;NO;-;-;
wcup90d;"World Cup Italia '90 (USA, Demo)";1990;"Sega";NO;wcup90;YES;wcup90;-;
wcup94;"World Cup USA 94 (Euro, Bra)";1992;"Sega";YES;-;NO;-;-;
wldgames;"World Games (Euro, Bra)";1989;"Sega";YES;-;NO;-;-;
wldgamesp;"World Games (Euro, Prototype)";1989;"Sega";NO;wldgames;YES;wldgames;-;
worldgp;"World Grand Prix (Euro)";1986;"Sega";YES;-;NO;-;-;
worldgpu;"World Grand Prix (USA, Bra, Kor)";1986;"Sega";NO;worldgp;YES;worldgp;-;
worldgpp;"World Grand Prix (USA, Prototype)";1986;"Sega";NO;worldgp;YES;worldgp;-;
worldsoc;"World Soccer (Euro, Jpn, Kor) ~ Great Soccer (USA)";1987;"Sega";YES;-;NO;-;-;
wwfsteel;"WWF Wrestlemania - Steel Cage Challenge (Euro, Bra)";1993;"Flying Edge";YES;-;NO;-;-;
xmenmojo;"X-Men - Mojo World (Bra)";1996;"Tec Toy";YES;-;NO;-;-;
xenon2;"Xenon 2 - Megablast (Image Works) (Euro)";1991;"Image Works";YES;-;NO;-;-;
xenon2v;"Xenon 2 - Megablast (Virgin) (Euro)";1991;"Virgin Interactive";NO;xenon2;YES;xenon2;-;
xyzolog;"Xyzolog (Kor)";19??;"Taito?";YES;-;NO;-;-;
ysj;"Ys (Jpn)";1988;"Sega";NO;ys;YES;ys;-;
ysd;"Ys (USA, Demo)";1988;"Sega";NO;ys;YES;ys;-;
ys;"Ys - The Vanished Omens (Euro, USA, Bra)";1988;"Sega";YES;-;NO;-;-;
zaxxon3d;"Zaxxon 3-D (World)";1987;"Sega";YES;-;NO;-;-;
zaxxon3dp;"Zaxxon 3-D (World, Prototype)";1987;"Sega";NO;zaxxon3d;YES;zaxxon3d;-;
zillionb;"Zillion (Euro, v0) ~ Akai Koudan Zillion (Jpn, v0)";1987;"Sega";NO;zillion;YES;zillion;-;
zillion;"Zillion (Euro, v2)";1987;"Sega";YES;-;NO;-;-;
zilliona;"Zillion (USA, v1)";1987;"Sega";NO;zillion;YES;zillion;-;
zillion2;"Zillion II - The Tri Formation (Euro, USA) ~ Tri Formation (Jpn)";1987;"Sega";YES;-;NO;-;-;
zool;"Zool - Ninja of the 'Nth' Dimension (Euro)";1993;"Gremlin Interactive";YES;-;NO;-;-;

